id,name,facebook_likes
1171,Douglas Aarniokoski,36
2024,Bryan Barber,16
452,Lone Scherfig,92
1405,Drew Barrymore,0
865,Brian Koppelman,34
1201,James Foley,164
757,Albert Brooks,745
1694,Steve Gomer,9
1006,RZA,561
2130,Mark Piznarski,4
1900,Craig Brewer,153
952,David Raynr,9
1341,Mort Nathan,2
1566,Dan Curtis,45
1502,Wil Shriner,6
825,Martin McDonagh,454
636,Tina Gordon Chism,24
1728,Peter Cattaneo,11
176,Vicky Jenson,96
232,Mary Lambert,52
2162,Peter Kassovitz,0
356,Rodman Flender,6
2345,Katja von Garnier,18
1681,Mark Romanek,132
1077,Brad Anderson,122
651,Michael Chapman,70
2112,Antonio Banderas,0
2201,Khalil Sullins,5
2030,Fritz Lang,756
243,Hsiao-Hsien Hou,141
1816,Andrey Zvyagintsev,445
646,Tony Jaa,0
441,Ryhei Kitamura,129
1797,Darrell Roodt,36
1619,Dito Montiel,68
1496,Stefan Ruzowitzky,24
2142,Jake Paltrow,17
350,Juraj Jakubisko,15
1056,Anthony Silverston,0
1774,Gabe Ibez,19
1468,Gerry Lively,93
256,Sharon Greytak,0
1864,Daniele Luchetti,6
1599,Tung-Shing Yee,3
1424,Julien Temple,67
556,Gregory Jacobs,13
1913,Gilles Paquet-Brenner,15
1951,Peter Cousens,5
1814,Lars von Trier,3000
528,John Blanchard,0
361,John Cornell,5
681,Vidhu Vinod Chopra,34
2056,Jamie Blanks,9
2239,Randal Kleiser,116
312,Rick Famuyiwa,44
2148,Alan Cohn,0
1049,Franco Zeffirelli,160
2093,Tom Holland,85
1178,James Isaac,52
226,Emilio Estevez,0
1958,Josh Schwartz,90
1871,Julian Schnabel,232
566,Todd Field,143
1357,Davis Guggenheim,49
2159,Stephen Carpenter,12
1934,James Fargo,109
123,Alain Resnais,752
206,Chao-Bin Su,2
1045,Kenneth Lonergan,50
77,Bo Zenga,10
883,Danny Leiner,8
458,Christopher Cain,58
1727,Theodore Melfi,51
639,Ed Decter,13
1723,Gene Quintano,0
1015,Eric Bress,19
1588,Preston A. Whitmore II,17
1110,Kirk Wong,6
2374,Bronwen Hughes,15
2050,John Lafia,5
143,Sam Miller,12
768,Alex Garland,232
795,Mark Brown,7
1001,Michael Polish,35
1330,Daisy von Scherler Mayer,18
657,Lenny Abrahamson,412
30,Bob Saget,799
1282,John Waters,0
1902,Craig Bolotin,7
1179,Mark Christopher,15
174,Blair Hayes,2
1957,Jez Butterworth,16
1391,Olivier Assayas,107
300,Patrice Leconte,83
1993,Paul Mazursky,150
1453,Stephen Chbosky,139
1418,Jon Hess,29
1844,Joe Cornish,115
1909,John H. Lee,32
2306,John Stainton,0
736,Benedek Fliegauf,28
856,Paul Schrader,261
1611,Stewart Hendler,10
1192,John Cromwell,19
2209,Mark Herman,39
1010,Abel Ferrara,220
2013,Ethan Maniquis,20
1660,George Hickenlooper,60
1548,Je-kyu Kang,16
1866,William Dear,50
373,Stphane Aubier,2
1663,John Badham,139
1738,Mike McCoy,16
2222,Mike Judge,406
1311,Tamra Davis,33
701,Nima Nourizadeh,166
1531,Franklin J. Schaffner,76
682,John Erick Dowdle,66
389,David Moreau,0
399,Christopher Erskin,4
1536,Brian Henson,53
459,Dan Cutforth,4
1632,Josh Boone,131
2285,Jake Schreier,14
1402,Cheryl Dunye,17
1553,Ernest R. Dickerson,226
1555,Lionel C. Martin,3
1525,Wallace Wolodarsky,32
797,Nicholas Jarecki,27
1653,Dean Israelite,16
1806,Darnell Martin,67
1227,Scott Alexander,25
1197,Stuart Gordon,216
1237,Christopher Guest,378
1193,Jane Campion,319
1885,Fred Schepisi,40
1635,Antonia Bird,61
1005,Jon Poll,20
1113,Paolo Sorrentino,667
433,Peter Care,0
1894,Chan-wook Park,0
266,Ira Sachs,60
114,Carroll Ballard,19
2002,Takeshi Kitano,0
2355,Marco Kreuzpaintner,7
777,Lajos Koltai,45
2302,Alan Rudolph,18
927,Chuan Lu,14
1540,Lijun Sun,0
2381,Takashi Yamazaki,7
599,Christopher Smith,76
1881,Timothy Hines,0
1770,David Winters,49
787,Akira Kurosawa,0
1812,Jamie Thraves,2
1470,Mabel Cheung,3
1129,Dan Mazer,11
1226,R.J. Cutler,15
2,David S. Ward,42
971,Rob Pritts,5
134,John Crowley,34
118,Brendan Malloy,2
221,Dustin Hoffman,0
1307,Gregory Poirier,5
2336,Simon Curtis,64
2321,Dewey Nicks,4
746,Philip Saville,10
1542,Tim Blake Nelson,596
1038,William A. Graham,8
1920,Martin Ritt,58
338,John Turturro,0
621,Agnieszka Holland,238
1057,David Hackl,43
2045,Giuliano Montaldo,4
1519,Lisa Azuelos,15
648,Ray Lawrence,10
1071,Karan Johar,160
2277,Ruairi Robinson,7
774,Jaume Balaguer,57
979,Jon Kasdan,21
2177,La Pool,4
2385,Floyd Mutrux,11
637,Sajid Khan,0
748,Dean Wright,0
805,Eric Lartigau,7
29,Shintaro Shimosawa,29
745,Darren Lynn Bousman,163
1509,James DeMonaco,65
553,Ken Annakin,19
1331,Carol Reed,82
1383,Chuck Sheetz,6
1633,Marcus Raboy,7
1768,Leigh Whannell,482
1803,Michael Schultz,78
1570,Peter Sollett,6
1426,Bob Dolman,7
1912,Greg Coolidge,27
1253,David Lowery,38
2352,Ciarn Foy,11
1219,Salim Akil,70
2122,Olatunde Osunsanmi,58
1289,Leon Ichaso,5
1413,Joseph Zito,17
439,Patricia Rozema,22
2039,Rob Schmidt,36
1930,Robert Ben Garant,134
734,Morgan Spurlock,293
2242,Neal Brennan,23
622,Tuck Tucker,14
1813,Theodore Witcher,28
1942,Joel Edgerton,0
2255,Jim Hanon,2
2359,Michael Patrick Jann,31
806,Jorma Taccone,434
1521,Jeff Lowell,4
1098,Lorene Scafaria,63
1251,Marcus Dunstan,87
1036,Timothy Bjrklund,0
210,Franois Girard,63
2025,Scott Kalvert,9
811,Jason Bateman,0
2001,David Schwimmer,0
1100,Allan Arkush,13
1638,Eric Bross,49
2228,Dan Fogelman,102
970,Jay Duplass,157
1677,Luca Guadagnino,64
305,John Putch,60
1499,Peter Medak,34
818,Terence Davies,25
956,Harley Cokeliss,4
1053,Tom Brady,105
1558,Jason Zada,4
1448,Noah Baumbach,387
42,Eric Blakeney,3
2360,Rakesh Roshan,53
56,Derrick Borte,17
239,Richard Kwietniowski,23
487,Bob Odenkirk,0
1688,Joshua Seftel,0
1234,Vincent Gallo,787
2241,Claude Chabrol,324
255,Jon Stewart,593
816,Bigas Luna,163
1309,Ralph Fiennes,0
522,Dan Harris,24
1399,Mel Smith,302
694,Bobcat Goldthwait,800
2206,Jake Scott,26
315,Alan Metter,3
2269,Rafa Lara,21
168,Arthur Hiller,71
1318,Michael Meredith,7
290,Julio DePietro,0
1431,Katherine Dieckmann,8
1348,Kim Farrant,93
2392,Scott Marshall,7
1238,lex de la Iglesia,275
1991,Andrew Traucki,10
285,Michael Clancy,0
581,Robert Adetuyi,8
1527,Kari Skogland,13
1721,Taedong Park,0
1359,Benedikt Erlingsson,4
1111,Gurinder Chadha,98
1695,Jason Connery,110
565,Vic Sarin,24
1276,Jim Issa,5
1325,William Phillips,3
392,Andy Garcia,0
831,Amal Al-Agroobi,58
691,Sarik Andreasyan,9
2384,Julian Gilbey,7
2165,Gary Sherman,17
1781,Valeri Milev,6
1463,Stanley Kramer,176
879,Pedro Almodvar,0
240,Gerald Potterton,0
1343,Anurag Basu,116
1966,Kriv Stenders,25
1999,Yash Chopra,147
2134,Floria Sigismondi,50
1944,Ferzan Ozpetek,798
1956,Kris Isacsson,0
345,Ben Younger,46
1244,Daniel Taplitz,2
724,Tamara Jenkins,84
2227,Linda Mendoza,17
996,Hart Bochner,157
2071,Stewart Raffill,12
212,Hong-jin Na,43
1711,Chatrichalerm Yukol,6
1669,Dario Argento,930
1002,Eric Lavaine,0
592,Marc Forby,3
1155,Ole Christian Madsen,28
418,Meiert Avis,0
2170,Andr Tchin,25
542,Emily Young,6
1202,Peter Faiman,4
1102,Martyn Pick,4
1857,Roland Suso Richter,3
2249,Jeremy Sims,8
822,Mawenn,236
2373,Andrew Berends,0
1986,Joby Harold,8
1105,Ekachai Uekrongtham,3
2245,Mark Rydell,43
382,David E. Talbert,68
1411,Roger Vadim,35
1181,Nils Gaup,8
1435,Ari Sandel,17
585,Vondie Curtis-Hall,170
1482,Tom Elkins,14
303,Woo-Suk Kang,0
669,John Sayles,407
1114,Vipul Amrutlal Shah,11
2334,Ken Loach,644
1439,Ayan Mukerji,0
2098,Mervyn LeRoy,54
1576,Serdar Akar,11
3,James Frawley,21
513,Dan Gilroy,66
1386,Jonathan Dayton,36
1471,Chris Stokes,548
997,Don Siegel,152
755,Martin Lawrence,0
1763,Masayuki Ochiai,5
1938,Tom Gormican,19
1293,Ken Shapiro,2
867,Justin Tipping,2
2167,Peter R. Hunt,13
978,Doug Atchison,3
1624,Jonas Elmer,3
225,Mary Harron,126
1291,Erik Canuel,31
1910,Troy Duffy,78
1088,Nicole Holofcener,132
759,Matty Rich,10
1346,Fina Torres,26
2113,Duke Johnson,26
422,Franois Ozon,341
1478,Anna Boden,16
217,Steve James,23
2096,Michael Winner,136
2230,Tomm Moore,45
857,John Carney,109
2232,David Jacobson,12
2369,Michael Corrente,30
902,Edward Hall,0
2185,Keith Gordon,200
1438,Andrew Currie,8
1440,Andrew Wilson,387
1915,Marc Schlermann,3
2252,Robert Moresco,53
1096,Thomas Vinterberg,346
241,Claudia Llosa,43
1787,Charles Binam,2
15,Keith Parmer,2
1680,Ol Parker,21
2324,James Nunn,16
183,David Webb Peoples,73
169,Michael Winnick,155
886,Stanley Tong,7
1039,David Oelhoffen,2
2127,Eli Roth,0
1122,Tony Richardson,62
1971,Charles Robert Carner,18
527,Russell Holt,0
783,Claude Miller,27
1372,Sacha Bennett,22
1807,Rodrigo Garca,127
2370,Jeta Amata,20
941,Siddharth Anand,5
2046,Vincent Paronnaud,10
1081,Dennis Gansel,23
1012,Daniel Barber,12
2031,Robert Marcarelli,0
1833,Ernie Barbarash,249
2202,Guy Hamilton,82
1530,Adam Brooks,20
246,Michael Anderson,23
1353,Don Kempf,0
891,Matt Bettinelli-Olpin,14
1534,Sharron Miller,0
393,Aaron Schneider,11
53,Tom Ford,192
2091,Tony Maylam,6
1659,Mitch Davis,7
737,Kevin Brodie,0
2016,Lynne Ramsay,159
615,John Stephenson,0
1551,Tim Chambers,2
1997,Dick Richards,6
2179,Bob Gosse,10
344,Alex Zamm,43
2304,Spencer Susser,58
417,Thaddeus O'Sullivan,5
1621,Shari Springer Berman,30
1867,Aleksey German,23
706,Stephen Milburn Anderson,0
1783,Richard E. Grant,554
1082,David Lam,4
1557,Vladlen Barbe,0
1687,Robert C. Cooper,49
1392,Kim Nguyen,16
451,Jackie Earle Haley,0
1601,Max Frberbck,4
271,Arie Posin,3
905,Damian Nieman,0
1428,Mark Tonderai,13
1625,Ian Fitzgibbon,11
1714,Rachel Perkins,3
1249,Luis Valdez,7
2325,Alan Alda,0
2229,Louis Morneau,38
488,Caroline Link,11
101,Sterling Van Wagenen,0
1334,Zal Batmanglij,129
1734,Hans Petter Moland,19
1051,Oren Moverman,38
1607,Ian Sharp,9
1040,Wolfgang Becker,31
1216,Dan O'Bannon,228
228,George Roy Hill,131
1639,Robert Stevenson,55
430,Jerome Robbins,34
64,Gary Hardwick,10
2158,King Vidor,54
1168,Fred Savage,0
1856,Sammo Kam-Bo Hung,472
1246,Rusty Cundieff,38
600,Dominique Othenin-Girard,2
38,Jean-Jacques Mantello,0
1925,Risa Bramon Garcia,112
140,Brian Klugman,49
1772,Matt Piedmont,4
224,Raymond De Felitta,20
563,John Michael McDonagh,51
39,Deb Hagan,0
102,Zach Cregger,138
1845,Zach Braff,0
1464,Mark Tarlov,3
1573,John Cameron Mitchell,263
1541,Jon Knautz,10
791,David Atkins,8
1235,Patrick Stettner,5
1260,Sam Peckinpah,541
2319,Michael Crichton,735
1563,Sylvio Tabet,0
1713,Rick Bieber,11
1903,Joey Lauren Adams,781
1891,Fred Zinnemann,160
1074,S.R. Bindler,0
665,Greg Marcks,9
6,Perry Lang,17
499,Jake Goldberger,2
1922,William Kaufman,58
1303,Cdric Klapisch,82
876,Kate Barker-Froyland,4
1189,Martin Koolhoven,12
1977,Charles Matthau,139
1882,Christopher M. Bessette,0
2163,Prachya Pinkaew,64
551,Gary Sinyor,0
1007,Ashish R. Mohan,2
495,Darren Grant,0
248,Joseph Gordon-Levitt,23000
274,William Sachs,14
1241,Christophe Barratier,25
443,mile Gaudreault,9
1137,James Cox,10
2281,James Toback,56
335,Aki Kaurismki,592
1699,Hitoshi Matsumoto,17
364,Rakeysh Omprakash Mehra,85
1475,Collin Schiffli,4
1532,George Ratliff,3
803,Shane Meadows,222
602,Jon Wright,4
2332,Michael McGowan,12
81,Liv Ullmann,440
2250,Rohan Sippy,4
1327,Dan Trachtenberg,16
1819,David F. Sandberg,26
1328,Stiles White,10
76,Eugenio Derbez,399
1065,Henry Koster,28
127,Patty Jenkins,260
558,Christopher Landon,52
342,David Gelb,26
301,Mike Flanagan,59
349,Nat Faxon,214
1560,George Jackson,0
2380,Maurice Joyce,0
1771,Robert Duvall,3000
505,Frank Perry,24
177,Jesse Peretz,37
1580,Ice Cube,0
403,Richard Glatzer,25
390,Michael Curtiz,345
1445,Bruce Malmuth,6
370,Rob Hedden,6
500,Harmony Korine,520
912,Joe Chappelle,13
86,Mickey Liddell,7
904,Vicky Jewson,3
588,Fred Walton,17
1432,Steve Carver,8
468,Gonzalo Lpez-Gallego,17
1134,Christine Jeffs,19
1858,Don Coscarelli,152
568,Michael Tiddes,89
1884,Bill Duke,1000
1982,Frank Borzage,57
589,Mamoru Hosoda,99
1931,Brian Dannelly,12
326,Denys Arcand,66
2187,J.S. Cardone,23
1208,Jay Levey,3
1657,Nicholaus Goossen,4
385,Ronan Chapalain,0
2311,Xavier Beauvois,22
2338,Randall Miller,19
2156,Jerry Belson,3
1739,Dan Rush,7
613,Michael Cuesta,52
738,Fenton Bailey,13
1313,Jeremy Saulnier,57
1784,Billy Kent,0
1969,James Manera,0
1242,Feroz Abbas Khan,0
939,Errol Morris,239
65,Dennis Hopper,0
1138,Eli Craig,27
1693,Nicholas Fackler,6
1158,Richard Wallace,5
1150,Morgan J. Freeman,204
1822,Matthew Hastings,3
1200,Klaus Menzel,34
1702,Oren Peli,110
1949,Paul Andrew Williams,46
782,Jim Amatulli,0
1887,William H. Macy,0
2343,Barrett Esposito,0
950,Marc Bennett,3
2084,Mike Mayhall,14
1290,Stanton Barrett,20
1132,Jir Menzel,44
2291,Fatih Akin,766
220,Nick Murphy,58
1886,Frank LaLoggia,7
1004,Jeremy Brock,16
1231,Scott Foley,0
2066,Christophe Ali,0
1450,Gabriela Tagliavini,20
340,Shekar,0
1420,Shona Auerbach,11
654,Leonard Farlinger,0
829,Michel Leclerc,3
1892,Tom Kalin,4
1136,Robert Sarkies,0
1048,John Huston,1000
1708,Walter Lang,9
321,Carlos Saura,98
1220,Andrew Erwin,10
2004,Beto Gmez,5
1754,Mike van Diem,4
635,Jonas kerlund,68
230,Todd Solondz,377
1517,Ren Fret,0
1954,Barry Skolnick,0
2322,Johnnie To,143
562,Mateo Gil,3
1854,Lukas Moodysson,187
861,Agnieszka Wojtowicz-Vosloo,0
1061,Kabir Sadanand,0
1059,Peter DeLuise,358
2003,Raja Menon,6
536,Nick Love,63
832,R. Balki,12
1112,Ivan Engler,0
1070,Cecil B. DeMille,309
1948,Henry Hobson,9
1627,Mike Figgis,81
1747,Duane Journey,2
1149,Billy Wilder,0
554,Lisa Cholodenko,450
41,John Sturges,120
1701,William Arntz,0
1166,Ed Gass-Donnelly,8
1936,DJ Pooh,69
2115,James Melkonian,7
1895,Roger Avary,675
205,Allison Anders,99
518,Rick de Oliveira,2
1703,Jeff Franklin,24
1337,Mike Mills,101
152,Dave McKean,21
659,Ron Fricke,330
786,Ruggero Deodato,101
1379,Gavin Wiesen,19
894,Mora Stephens,5
2105,Mars Callahan,60
982,Leos Carax,227
2034,Stefan Schwartz,13
172,Robert Lee King,0
1682,Jorge Ramrez Surez,45
1345,Dan Ireland,137
1451,Fernando Len de Aranoa,58
72,Jim Mickle,53
49,Karim Anouz,19
2008,Sam Levinson,8
2054,Aleksandr Veledinskiy,0
793,Peter H. Hunt,0
972,Ruba Nadda,55
1906,Howard Hughes,177
1757,Edward Burns,0
1459,Sean Byrne,18
1826,Mark Griffiths,4
573,Bruce Macdonald,103
1022,Victor Fleming,149
517,Richard Raymond,10
275,Alan Jacobs,2
1735,George Sidney,24
2300,Christopher Morris,69
910,Andrucha Waddington,6
446,Peter Stebbings,89
450,Vincente Minnelli,136
2296,Dagur Kri,29
1932,Jim Abrahams,104
1020,Kevin Carraway,2
2298,Michael Gornick,10
16,Richard Brooks,174
1667,Robert Eggers,22
1636,Michael Martin,0
940,Gideon Raff,47
1876,Louis C.K.,0
70,Anthony C. Ferrante,48
739,Salvador Carrasco,22
1528,Andr vredal,12
67,Robert Cary,0
2361,Adam Rapp,9
557,Warren P. Sonoda,28
366,Amanda Gusack,0
1859,Avi Nesher,6
2078,Charles Adelman,0
379,Jay Oliva,41
546,Charles Ferguson,117
18,Mark Young,14
1456,Daniel Petrie Jr.,19
2317,Antonio Simoncini,0
1817,Luc Jacquet,10
2011,Eldar Rapaport,0
126,Clark Gregg,0
92,Damien Chazelle,141
1577,Justin Kerrigan,8
2284,Nathan Frankowski,19
60,Karen Moncrieff,22
609,Jennifer Finnigan,246
2330,Eric Styles,4
641,Laurent Cantet,39
1141,John Ford,673
1960,Max Mayer,6
1035,Joshua Marston,13
2362,John Gulager,38
336,Shyam Madiraju,0
1843,Brandon Cronenberg,43
157,Frank Capra,964
2164,Tod Williams,21
1104,Jack Sholder,28
2094,Ted Post,57
960,Kunihiko Yuyama,8
2197,Tom McLoughlin,41
1729,Jeff Crook,5
1115,Adam Marcus,18
309,John Maclean,85
1233,Benny Boom,23
1755,Howard Hawks,393
1148,Nnegest Likk,18
328,Christopher Leitch,4
980,Patricia Cardoso,15
733,Damien O'Donnell,70
347,Peter M. Cohen,0
680,Mel Stuart,21
423,Anthony Hickox,16
1505,Tom Schulman,45
1198,Jill Sprecher,11
1648,Darren Stein,18
130,David Nixon,13
331,Jason Eisener,59
268,Enrique Begne,0
901,Matthew Bright,9
936,Andrea Arnold,121
552,Whit Stillman,89
453,Leslye Headland,21
1203,Bobby Roth,40
2044,Tim Heidecker,78
1401,Kate Connor,27
1239,Deon Taylor,26
1737,Jason Alexander,700
726,Conor McPherson,0
603,Will Canon,8
371,Philip Zlotorynski,0
2219,Lance Kawas,66
1760,Francesca Gregorini,15
1804,Marcio Garcia,74
763,Craig Moss,19
2233,Michael Jai White,2000
2035,Paolo Monico,3
261,Youssef Delara,8
1315,Darin Scott,39
1025,Christian Sesma,9
2328,Monte Hellman,96
2257,Brian Caunter,0
1618,Chris D'Arienzo,7
259,Isaac Florentine,81
462,Susan Seidelman,39
662,Heidi Ewing,4
670,Leon Ford,18
596,Hank Braxtan,6
2236,John Carl Buechler,152
2116,Rajkumar Hirani,124
1862,Victor Nunez,9
317,Rohit Jugraj,2
877,Thorbjrn Christoffersen,0
419,Alex van Warmerdam,53
1037,Pawel Pawlikowski,84
150,Frank Sebastiano,3
1255,Stacy Peralta,147
1091,Nacho Vigalondo,76
1186,Hao Ning,0
1990,Tony Giglio,6
1608,Stanley Donen,134
1643,Joe Cross,65
2153,Dinesh D'Souza,67
1731,Tommy Lee Wallace,24
878,Don Taylor,11
719,Leslie Small,15
1670,ric Tessier,0
1796,Alison Maclean,7
216,Alice Wu,13
254,Sarah Gavron,34
1385,Isabel Coixet,148
445,James Ponsoldt,53
404,Joshua Tickell,9
2315,Tim Boxell,10
2331,Michael D. Sellers,0
323,Reed Cowan,0
401,James Dodson,8
1156,Alex Rivera,8
2053,John Murlowski,20
1089,Benni Diez,2
2040,Danny Perez,0
278,Robby Henson,9
162,Zackary Adler,0
2372,Dominic Burns,15
28,Carmen Marron,29
447,Jason Stone,14
579,Jerry Rees,115
1144,Jaco Booyens,37
1962,Danny Steinmann,13
2006,Michael Landon Jr.,84
1840,Jon Gunn,16
663,Hayley Cloake,0
2333,Tay Garnett,10
526,Harmage Singh Kalirai,11
2037,Rita Merson,5
1437,William Wyler,355
1429,Larry Clark,184
1654,Petter Nss,16
709,Robert Fontaine,7
2270,Dan Perri,0
21,Neil Mcenery-West,0
362,Anthony O'Brien,7
2335,Michael Herz,6
1836,David Robert Mitchell,421
851,Robert Mulligan,89
1032,Chia-Liang Liu,32
987,Chris Kentis,9
1998,Alex Kendrick,589
2058,Robert Rossen,31
211,Jack Conway,6
1008,Sylvain Chomet,162
329,Chris Eyre,149
1018,Elia Kazan,603
1126,Debra Granik,81
1662,Henry King,85
1162,Miranda July,244
815,Max Joseph,31
244,Jim Jarmusch,0
743,Kevin Tenney,85
2294,Ari Folman,56
456,Gary Rogers,0
2247,Marielle Heller,22
190,David Sington,90
424,Kelly Reichardt,129
154,Bob Giraldi,34
863,Huck Botko,10
1023,David Duchovny,0
1564,Mitchell Lichtenstein,53
394,Lance Mungia,4
1173,Kundan Shah,4
10,Hue Rhodes,0
1656,Jugal Hansraj,32
1342,Danny Provenzano,84
916,Bill Muir,19
531,Noah Buschel,8
119,Brian Yuzna,97
2171,Hunter Richards,11
414,Laurie Collyer,38
469,Aaron Hann,0
679,Phil Claydon,6
928,Ralph Ziman,5
1236,John Simpson,0
2251,Colin Minihan,6
490,Conor McMahon,5
991,Chris Shadley,0
780,Simon Napier-Bell,0
1510,Simon Yin,0
1644,Orson Welles,0
2314,Dave Payne,0
1773,Brad Copeland,8
1761,Paul Bunnell,5
1279,Phil Morrison,17
828,Harald Reinl,2
2085,Tanner Beard,531
1029,Scott Dow,6
2377,Derick Martini,20000
1801,Jerry Dugan,3
1919,Tim Hunter,28
1605,Richard Ayoade,0
628,Jehane Noujaim,63
319,Pascal Arnold,0
193,Remo,168
666,John Laing,0
618,Jamal Hill,47
1461,Daniel Stamm,13
1752,Carlos Carrera,12
1417,Benh Zeitlin,188
2364,J. Lee Thompson,88
2033,Maggie Greenwald,9
1748,Vera Farmiga,0
2172,Vijay Chandar,0
62,Jonathan Wacks,0
2014,Khyentse Norbu,28
619,Tony Krantz,15
742,Mitchell Altieri,9
1421,Dylan Bank,0
2067,W.D. Hogan,4
376,Corey Grant,21
1486,Lucky McKee,75
160,Richard Boddington,15
1116,David Hunt,0
2326,Steven R. Monroe,68
1689,Mark Illsley,3
1369,Ritesh Batra,25
2175,Sally Potter,87
533,Brad J. Silverman,11
1782,Dave Meyers,11
1497,David M. Matthews,8
1890,Nadine Labaki,0
218,Llus Qulez,0
598,Eytan Fox,21
1021,Romesh Sharma,0
758,Franois Truffaut,0
289,Adam Goldberg,1000
655,Travis Zariwny,4
1676,Adrienne Shelly,191
1811,Newt Arnold,15
1278,Alex Cox,92
383,Fabin Bielinsky,44
668,Dror Moreh,4
34,Rebecca Miller,58
22,Maggie Carey,38
1351,Henry Bean,21
35,Simeon Rice,6
1326,Jeff Garlin,522
128,Qasim Basir,13
66,Adam Green,134
1286,Charles Chaplin,0
1221,Pete Jones,18
1375,Bruce Campbell,0
44,Adam Carolla,102
2086,Bruce McDonald,49
2154,James Mottern,7
1878,Jaime Zevallos,228
644,Gerard Johnstone,3
437,Robert Greenwald,21
2184,David Ray,0
1575,Dave Rodriguez,11
427,Nae Caranfil,34
1352,David Winning,65
1880,Frank Lotito,5
2141,Timothy Woodward Jr.,764
2200,Tara Subkoff,37
19,Russell Friedenberg,9
292,William Cottrell,0
1620,Lucrecia Martel,33
1433,Edward Dmytryk,74
99,Zak Penn,87
2235,Alex Ranarivelo,20
229,Mathieu Amalric,412
1090,David Worth,58
71,Leslie H. Martinson,7
1617,Robert M. Young,0
1109,Steve Buscemi,12000
45,Ham Tran,5
632,Rich Cowan,7
2258,Boris Rodriguez,5
2282,Sadyk Sher-Niyaz,135
882,Paul Donovan,4
2264,Jonathan Kesselman,4
2278,Arjun Sablok,0
1883,Tyler Oliver,0
548,Douglas Cheek,4
942,Deryck Broom,11
2060,Henry Hathaway,83
799,Giovanni Zelko,4
1937,Claudia Sainte-Luce,0
729,Jamie Babbit,91
297,David Boyd,29
576,Anna Muylaert,9
191,Steve Taylor,14
302,Kurt Voss,0
985,James David Pasternak,0
538,Laurent Bouhnik,0
207,Tom Sanchez,0
1299,David Caffrey,4
2068,Adam Jay Epstein,0
237,Justin Thomas Ostensen,0
1945,Brenton Spencer,0
1827,Ossie Davis,282
893,Jay Alaimo,2
1579,Rob McKittrick,6
7,Jeff Burr,155
112,Harry Gantz,0
1959,Guy Maddin,126
1283,Regardt van den Bergh,12
89,Panos Cosmatos,22
852,Gareth Evans,338
744,Matthew R. Anderson,252
144,Joe Marino,0
2365,Joel Anderson,0
1872,Shimit Amin,6
353,Douglas Trumbull,136
201,Mona Fastvold,2
765,Levan Gabriadze,6
272,Courtney Hunt,33
284,Bradley Parker,18
2225,Clive Barker,385
700,Harold Cronk,18
913,Takao Okawara,2
1511,Duncan Tucker,2
1147,Russ Meyer,199
1593,Robert D. Webb,0
14,Allan Dwan,23
899,Andrew Steggall,0
506,Ben Lewin,20
692,Robert Kenner,11
2354,Craig Johnson,7
844,Sean Durkin,46
1272,Gillian Robespierre,9
449,Morgan Neville,9
1316,Chris Paine,2
842,Greg Berlanti,112
2135,Marc Levin,12
276,Richard Dutcher,13
1684,Khalid Mohamed,10
1789,Finn Taylor,4
227,Jos Luis Valenzuela,0
676,Gia Coppola,71
2190,Scandar Copti,13
1794,Goran Dukic,21
1174,Mike Cahill,135
1261,Efram Potelle,2
120,Joshua Oppenheimer,50
2318,Alex Gibney,141
482,Paul Crowder,10
265,Rohit Jagessar,0
764,Anthony Powell,9
524,Kief Davidson,0
1631,Johnny Remo,74
951,Vivek Agnihotri,5
661,Ti West,243
1591,Nick Tomnay,11
1389,Nickolas Perry,5
50,Dan Zukovic,8
640,Becky Smith,32
1176,Eric Nicholas,0
1500,Benjamin Dickinson,4
31,Hal Haberman,0
1664,A. Raven Cruz,0
720,Frank Whaley,436
649,Amat Escalante,50
1360,Wajahat Rauf,3
771,Katherine Brooks,57
1188,David Cross,0
219,Randall Rubin,0
222,Robert Bennett,15
747,Mary Pat Kelly,3
846,Lori Petty,923
1810,Charlie Levi,0
1422,Kevin Hamedani,23
293,David DeCoteau,142
2051,Mikel Rueda,0
486,Stefan C. Schaefer,0
1130,Michael Taliferro,105
2253,Katie Aselton,224
1846,Robert Heath,0
827,D. Stevens,6
948,Jeffrey St. Jules,0
1442,Robert Hall,53
1415,K. King,3
2022,Ralph Nelson,17
1184,Blair Erickson,0
1523,Allison Burnett,12
294,Richard Schenkman,29
2069,Sanjay Rawal,0
1083,Kat Coiro,28
2327,Cristian Mungiu,163
1142,Brian Dorton,171
976,Maryam Keshavarz,32
677,Ramaa Mosley,6
1970,C. Jay Cox,6
1210,Mariette Monpierre,0
1829,Tommy Oliver,66
286,Jamie Travis,15
1011,Rich Christiano,14
2303,Natalie Bible',8
1615,Asghar Farhadi,0
1483,Justin Molotnikov,5
515,Georg Wilhelm Pabst,21
862,Daniel Davila,0
2220,Jorge Gaggero,0
906,Michael Burke,3
1965,Catherine Jelski,0
1939,Shane Dawson,247
111,Ryan Little,38
410,Clark Baker,0
2350,Matt Maiellaro,8
2196,Ben Wheatley,214
1211,Oliver Blackburn,4
907,Christopher Hutson,3
106,David LaChapelle,30
1395,Caryn Waechter,0
1408,Emily Dell,0
1443,Ryan Fleck,31
2059,Jennifer Wynne Farmer,0
1319,Christopher Scott Cherot,21
1873,H.M. Coakley,0
1080,Randy Moore,13
1121,Chris Atkins,2
